"S No","Date","Acknowledged","Category","Location","Source","Current State","To Do","Duration","Description","Acknowledge Comments"
"1344","7/20/2025 17:35:59","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 30/Third Floor/Rm 311 Molecular Characterization Lab/30-VAV-084 Supply","SPACE_STATIC_LO","Normal","" ,"","The space static pressure has returned to normal.
The space static pressure has returned to normal.
$Main LBNL Campus / Building 30 / Third Floor / Rm 311 Molecular Characterization Lab / 30-VAV-084 Supply / SPACE_STATIC_LO","" 
"1345","7/20/2025 17:35:16","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 30/Third Floor/Rm 311 Molecular Characterization Lab/30-VAV-084 Supply","SPACE_STATIC_LO","Offnormal","" ,"00:00:43","The space static pressure is too low.
The space static pressure is too low.
Main LBNL Campus / Building 30 / Third Floor / Rm 311 Molecular Characterization Lab / 30-VAV-084 Supply / SPACE_STATIC_LO","" 
"1346","7/20/2025 17:32:06","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 33/Third Floor/Lab 329/VAV-114 TSI 8681","BSTP_HI","Offnormal","" ,"00:26:28","BSTP_HI: High Space Static Pressure Alarm is active at Third Floor / Lab 329 / VAV-114 TSI 8681 / BSTP_HI.
BSTP_HI: High Space Static Pressure Alarm is active at Third Floor / Lab 329 / VAV-114 TSI 8681 / BSTP_HI.
Main LBNL Campus / Building 33 / Third Floor / Lab 329 / VAV-114 TSI 8681 / BSTP_HI","" 
"1347","7/20/2025 17:28:05","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 70/Second Floor/70-209A CAV-6","ZONE_HI","Offnormal","" ,"00:21:31","ZONE_HI: High Zone Temp Alarm is active at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
ZONE_HI: High Zone Temp Alarm is active at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
Main LBNL Campus / Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI","" 
"1348","7/20/2025 17:27:04","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 84/HW System Summary/BLR 84-BR-010","HWS_LO","Offnormal","" ,"18:48:14","HWS_LO: Low HWS Temp Alarm is active at Building 84 / HW System Summary / BLR 84-BR-010 / HWS_LO.
HWS_LO: Low HWS Temp Alarm is active at Building 84 / HW System Summary / BLR 84-BR-010 / HWS_LO.
Main LBNL Campus / Building 84 / HW System Summary / BLR 84-BR-010 / HWS_LO","" 
"1349","7/20/2025 17:23:47","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 84/HW System Summary/BLR 84-BR-007","HWS_LO","Offnormal","" ,"18:52:17","HWS_LO: Low HWS Temp Alarm is active at Building 84 / HW System Summary / BLR 84-BR-007 / HWS_LO.
HWS_LO: Low HWS Temp Alarm is active at Building 84 / HW System Summary / BLR 84-BR-007 / HWS_LO.
Main LBNL Campus / Building 84 / HW System Summary / BLR 84-BR-007 / HWS_LO","" 
"1350","7/20/2025 17:21:53","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 33/Second Floor/Lab 233/VAV-063 TSI 8681","BSTP_HI","Normal","" ,"","BSTP_HI: High Space Static Pressure Alarm has returned to normal at Second Floor / Lab 233 / VAV-063 TSI 8681 / BSTP_HI.
BSTP_HI: High Space Static Pressure Alarm has returned to normal at Second Floor / Lab 233 / VAV-063 TSI 8681 / BSTP_HI.
$Main LBNL Campus / Building 33 / Second Floor / Lab 233 / VAV-063 TSI 8681 / BSTP_HI","" 
"1351","7/20/2025 17:21:19","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 70/Second Floor/70-209A CAV-6","ZONE_HI","Normal","" ,"","ZONE_HI: High Zone Temp Alarm has returned to normal at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
ZONE_HI: High Zone Temp Alarm has returned to normal at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
$Main LBNL Campus / Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI","" 
"1352","7/20/2025 17:15:20","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 70/Second Floor/70-209A CAV-6","ZONE_HI","Offnormal","" ,"00:05:59","ZONE_HI: High Zone Temp Alarm is active at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
ZONE_HI: High Zone Temp Alarm is active at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
Main LBNL Campus / Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI","" 
"1353","7/20/2025 17:15:00","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 70A/Roof/Lab 4403 Equipment/Humidifier VLC-1 (70A-HU-008)","FAULT","Offnormal","" ,"1d 03:03:22","FAULT: Unit Fault Alarm is active at Roof / Lab 4403 Equipment / Humidifier VLC-1 (70A-HU-008) / FAULT.
FAULT: Unit Fault Alarm is active at Roof / Lab 4403 Equipment / Humidifier VLC-1 (70A-HU-008) / FAULT.
Main LBNL Campus / Building 70A / Roof / Lab 4403 Equipment / Humidifier VLC-1 (70A-HU-008) / FAULT","" 
"1354","7/20/2025 17:14:20","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 70A/Roof/Lab 4403 Equipment/Humidifier VLC-1 (70A-HU-008)","FAULT","Normal","" ,"","FAULT: Unit Fault Alarm has returned to normal at Roof / Lab 4403 Equipment / Humidifier VLC-1 (70A-HU-008) / FAULT.
FAULT: Unit Fault Alarm has returned to normal at Roof / Lab 4403 Equipment / Humidifier VLC-1 (70A-HU-008) / FAULT.
$Main LBNL Campus / Building 70A / Roof / Lab 4403 Equipment / Humidifier VLC-1 (70A-HU-008) / FAULT","" 
"1355","7/20/2025 17:14:05","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 33/Third Floor/Lab 326/VAV-115 TSI 8681","BSTP_LO","Offnormal","" ,"00:46:51","BSTP_LO: Low Space Static Pressure Alarm is active at Third Floor / Lab 326 / VAV-115 TSI 8681 / BSTP_LO.
BSTP_LO: Low Space Static Pressure Alarm is active at Third Floor / Lab 326 / VAV-115 TSI 8681 / BSTP_LO.
Main LBNL Campus / Building 33 / Third Floor / Lab 326 / VAV-115 TSI 8681 / BSTP_LO","" 
"1356","7/20/2025 17:11:15","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 84/HW System Summary/BLR 84-BR-007","HWS_LO","Normal","" ,"","HWS_LO: Low HWS Temp Alarm has returned to normal at Building 84 / HW System Summary / BLR 84-BR-007 / HWS_LO.
HWS_LO: Low HWS Temp Alarm has returned to normal at Building 84 / HW System Summary / BLR 84-BR-007 / HWS_LO.
$Main LBNL Campus / Building 84 / HW System Summary / BLR 84-BR-007 / HWS_LO","" 
"1357","7/20/2025 17:08:29","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 84/HW System Summary/BLR 84-BR-010","HWS_LO","Normal","" ,"","HWS_LO: Low HWS Temp Alarm has returned to normal at Building 84 / HW System Summary / BLR 84-BR-010 / HWS_LO.
HWS_LO: Low HWS Temp Alarm has returned to normal at Building 84 / HW System Summary / BLR 84-BR-010 / HWS_LO.
$Main LBNL Campus / Building 84 / HW System Summary / BLR 84-BR-010 / HWS_LO","" 
"1358","7/20/2025 17:06:54","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 70/Second Floor/70-209A CAV-6","ZONE_HI","Normal","" ,"","ZONE_HI: High Zone Temp Alarm has returned to normal at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
ZONE_HI: High Zone Temp Alarm has returned to normal at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
$Main LBNL Campus / Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI","" 
"1359","7/20/2025 17:06:18","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 70A/Roof/MSL Lab/70A-AHU-008 MSL Lab","SAT_LO","Offnormal","" ,"01:01:18","SAT_LO: Low Supply Air Temp Alarm is active at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
SAT_LO: Low Supply Air Temp Alarm is active at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
Main LBNL Campus / Building 70A / Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO","" 
"1360","7/20/2025 17:04:05","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 70/Second Floor/70-209A CAV-6","ZONE_HI","Offnormal","" ,"00:02:49","ZONE_HI: High Zone Temp Alarm is active at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
ZONE_HI: High Zone Temp Alarm is active at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
Main LBNL Campus / Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI","" 
"1361","7/20/2025 17:03:12","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 33/Second Floor/Lab 233/VAV-063 TSI 8681","BSTP_HI","Offnormal","" ,"00:18:40","BSTP_HI: High Space Static Pressure Alarm is active at Second Floor / Lab 233 / VAV-063 TSI 8681 / BSTP_HI.
BSTP_HI: High Space Static Pressure Alarm is active at Second Floor / Lab 233 / VAV-063 TSI 8681 / BSTP_HI.
Main LBNL Campus / Building 33 / Second Floor / Lab 233 / VAV-063 TSI 8681 / BSTP_HI","" 
"1362","7/20/2025 17:01:34","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 33/Third Floor/Lab 329/VAV-114 TSI 8681","BSTP_HI","Normal","" ,"","BSTP_HI: High Space Static Pressure Alarm has returned to normal at Third Floor / Lab 329 / VAV-114 TSI 8681 / BSTP_HI.
BSTP_HI: High Space Static Pressure Alarm has returned to normal at Third Floor / Lab 329 / VAV-114 TSI 8681 / BSTP_HI.
$Main LBNL Campus / Building 33 / Third Floor / Lab 329 / VAV-114 TSI 8681 / BSTP_HI","" 
"1363","7/20/2025 16:53:05","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 70/Second Floor/70-209A CAV-6","ZONE_HI","Normal","" ,"","ZONE_HI: High Zone Temp Alarm has returned to normal at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
ZONE_HI: High Zone Temp Alarm has returned to normal at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
$Main LBNL Campus / Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI","" 
"1364","7/20/2025 16:35:26","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 30/Second Floor/Rm 218 IDF/30-VAV-076 Supply","DAT_HI","Normal","" ,"","The discharge air temperature has returned to normal.
The discharge air temperature has returned to normal.
$Main LBNL Campus / Building 30 / Second Floor / Rm 218 IDF / 30-VAV-076 Supply / DAT_HI","" 
"1365","7/20/2025 16:19:47","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 70/Second Floor/70-209A CAV-6","ZONE_HI","Offnormal","" ,"00:33:17","ZONE_HI: High Zone Temp Alarm is active at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
ZONE_HI: High Zone Temp Alarm is active at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
Main LBNL Campus / Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI","" 
"1366","7/20/2025 16:14:29","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 70/Second Floor/70-209A CAV-6","ZONE_HI","Normal","" ,"","ZONE_HI: High Zone Temp Alarm has returned to normal at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
ZONE_HI: High Zone Temp Alarm has returned to normal at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
$Main LBNL Campus / Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI","" 
"1367","7/20/2025 16:14:28","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 30/Second Floor/Rm 218 IDF/30-VAV-076 Supply","DAT_HI","Offnormal","" ,"00:20:57","The discharge air temperature is too warm.
The discharge air temperature is too warm.
Main LBNL Campus / Building 30 / Second Floor / Rm 218 IDF / 30-VAV-076 Supply / DAT_HI","" 
"1368","7/20/2025 15:46:28","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 33/Third Floor/Lab 329/VAV-114 TSI 8681","BSTP_HI","Offnormal","" ,"01:15:06","BSTP_HI: High Space Static Pressure Alarm is active at Third Floor / Lab 329 / VAV-114 TSI 8681 / BSTP_HI.
BSTP_HI: High Space Static Pressure Alarm is active at Third Floor / Lab 329 / VAV-114 TSI 8681 / BSTP_HI.
Main LBNL Campus / Building 33 / Third Floor / Lab 329 / VAV-114 TSI 8681 / BSTP_HI","" 
"1369","7/20/2025 15:37:08","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 30/Third Floor/Rm 312 Solid Characterization Lab/30-VAV-087 Supply","SPACE_STATIC_LO","Normal","" ,"","The space static pressure has returned to normal.
The space static pressure has returned to normal.
$Main LBNL Campus / Building 30 / Third Floor / Rm 312 Solid Characterization Lab / 30-VAV-087 Supply / SPACE_STATIC_LO","" 
"1370","7/20/2025 15:36:26","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 30/Third Floor/Rm 312 Solid Characterization Lab/30-VAV-087 Supply","SPACE_STATIC_LO","Offnormal","" ,"00:00:42","The space static pressure is too low.
The space static pressure is too low.
Main LBNL Campus / Building 30 / Third Floor / Rm 312 Solid Characterization Lab / 30-VAV-087 Supply / SPACE_STATIC_LO","" 
"1371","7/20/2025 15:20:05","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 33/Third Floor/Lab 329/VAV-114 TSI 8681","BSTP_HI","Normal","" ,"","BSTP_HI: High Space Static Pressure Alarm has returned to normal at Third Floor / Lab 329 / VAV-114 TSI 8681 / BSTP_HI.
BSTP_HI: High Space Static Pressure Alarm has returned to normal at Third Floor / Lab 329 / VAV-114 TSI 8681 / BSTP_HI.
$Main LBNL Campus / Building 33 / Third Floor / Lab 329 / VAV-114 TSI 8681 / BSTP_HI","" 
"1372","7/20/2025 15:09:04","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 33/Second Floor/Lab 233/VAV-063 TSI 8681","BSTP_HI","Normal","" ,"","BSTP_HI: High Space Static Pressure Alarm has returned to normal at Second Floor / Lab 233 / VAV-063 TSI 8681 / BSTP_HI.
BSTP_HI: High Space Static Pressure Alarm has returned to normal at Second Floor / Lab 233 / VAV-063 TSI 8681 / BSTP_HI.
$Main LBNL Campus / Building 33 / Second Floor / Lab 233 / VAV-063 TSI 8681 / BSTP_HI","" 
"1373","7/20/2025 14:51:53","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 33/Second Floor/Lab 233/VAV-063 TSI 8681","BSTP_HI","Offnormal","" ,"00:17:11","BSTP_HI: High Space Static Pressure Alarm is active at Second Floor / Lab 233 / VAV-063 TSI 8681 / BSTP_HI.
BSTP_HI: High Space Static Pressure Alarm is active at Second Floor / Lab 233 / VAV-063 TSI 8681 / BSTP_HI.
Main LBNL Campus / Building 33 / Second Floor / Lab 233 / VAV-063 TSI 8681 / BSTP_HI","" 
"1374","7/20/2025 14:49:34","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 70/Second Floor/70-209A CAV-6","ZONE_HI","Offnormal","" ,"01:24:55","ZONE_HI: High Zone Temp Alarm is active at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
ZONE_HI: High Zone Temp Alarm is active at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
Main LBNL Campus / Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI","" 
"1375","7/20/2025 14:46:05","Not Required","Level 4 Alarm","/Main LBNL Campus/Building 71/Second Floor/71-AC-8","SF_HAND","Normal","" ,"","SF_HAND: Supply Fan in Hand Alarm has returned to normal at Building 71 / Second Floor / 71-AC-8 / SF_HAND.
SF_HAND: Supply Fan in Hand Alarm has returned to normal at Building 71 / Second Floor / 71-AC-8 / SF_HAND.
$Main LBNL Campus / Building 71 / Second Floor / 71-AC-8 / SF_HAND","" 
"1376","7/20/2025 14:43:04","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 70/Second Floor/70-209A CAV-6","ZONE_HI","Normal","" ,"","ZONE_HI: High Zone Temp Alarm has returned to normal at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
ZONE_HI: High Zone Temp Alarm has returned to normal at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
$Main LBNL Campus / Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI","" 
"1377","7/20/2025 14:12:46","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 66/First Floor/B66 TRW Heat Exchanger for 72","TRWS_LO","Offnormal","" ,"09:46:14","TRWS_LO: Low TRWS Temp Alarm is active at Building 66 / First Floor / B66 TRW Heat Exchanger for 72 / TRWS_LO.
TRWS_LO: Low TRWS Temp Alarm is active at Building 66 / First Floor / B66 TRW Heat Exchanger for 72 / TRWS_LO.
Main LBNL Campus / Building 66 / First Floor / B66 TRW Heat Exchanger for 72 / TRWS_LO","" 
"1378","7/20/2025 14:05:31","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 66/First Floor/B66 TRW Heat Exchanger for 72","TRWS_LO","Normal","" ,"","TRWS_LO: Low TRWS Temp Alarm has returned to normal at Building 66 / First Floor / B66 TRW Heat Exchanger for 72 / TRWS_LO.
TRWS_LO: Low TRWS Temp Alarm has returned to normal at Building 66 / First Floor / B66 TRW Heat Exchanger for 72 / TRWS_LO.
$Main LBNL Campus / Building 66 / First Floor / B66 TRW Heat Exchanger for 72 / TRWS_LO","" 
"1379","7/20/2025 13:46:37","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 33/Third Floor/Lab 329/VAV-114 TSI 8681","BSTP_HI","Offnormal","" ,"01:33:27","BSTP_HI: High Space Static Pressure Alarm is active at Third Floor / Lab 329 / VAV-114 TSI 8681 / BSTP_HI.
BSTP_HI: High Space Static Pressure Alarm is active at Third Floor / Lab 329 / VAV-114 TSI 8681 / BSTP_HI.
Main LBNL Campus / Building 33 / Third Floor / Lab 329 / VAV-114 TSI 8681 / BSTP_HI","" 
"1380","7/20/2025 13:36:15","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 70/Second Floor/70-209A CAV-6","ZONE_HI","Offnormal","" ,"01:06:49","ZONE_HI: High Zone Temp Alarm is active at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
ZONE_HI: High Zone Temp Alarm is active at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
Main LBNL Campus / Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI","" 
"1381","7/20/2025 13:28:33","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 70/Second Floor/70-209A CAV-6","ZONE_HI","Normal","" ,"","ZONE_HI: High Zone Temp Alarm has returned to normal at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
ZONE_HI: High Zone Temp Alarm has returned to normal at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
$Main LBNL Campus / Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI","" 
"1382","7/20/2025 13:23:02","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 70/Second Floor/70-209A CAV-6","ZONE_HI","Offnormal","" ,"00:05:31","ZONE_HI: High Zone Temp Alarm is active at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
ZONE_HI: High Zone Temp Alarm is active at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
Main LBNL Campus / Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI","" 
"1383","7/20/2025 13:20:41","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 33/Third Floor/Lab 329/VAV-114 TSI 8681","BSTP_HI","Normal","" ,"","BSTP_HI: High Space Static Pressure Alarm has returned to normal at Third Floor / Lab 329 / VAV-114 TSI 8681 / BSTP_HI.
BSTP_HI: High Space Static Pressure Alarm has returned to normal at Third Floor / Lab 329 / VAV-114 TSI 8681 / BSTP_HI.
$Main LBNL Campus / Building 33 / Third Floor / Lab 329 / VAV-114 TSI 8681 / BSTP_HI","" 
"1384","7/20/2025 13:13:05","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 70/Second Floor/70-209A CAV-6","ZONE_HI","Normal","" ,"","ZONE_HI: High Zone Temp Alarm has returned to normal at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
ZONE_HI: High Zone Temp Alarm has returned to normal at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
$Main LBNL Campus / Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI","" 
"1385","7/20/2025 13:07:03","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 70/Second Floor/70-209A CAV-6","ZONE_HI","Offnormal","" ,"00:06:02","ZONE_HI: High Zone Temp Alarm is active at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
ZONE_HI: High Zone Temp Alarm is active at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
Main LBNL Campus / Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI","" 
"1386","7/20/2025 13:01:49","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 70/Second Floor/70-209A CAV-6","ZONE_HI","Normal","" ,"","ZONE_HI: High Zone Temp Alarm has returned to normal at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
ZONE_HI: High Zone Temp Alarm has returned to normal at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
$Main LBNL Campus / Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI","" 
"1387","7/20/2025 12:55:26","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 30/Second Floor/Rm 218 IDF/30-VAV-076 Supply","DAT_HI","Normal","" ,"","The discharge air temperature has returned to normal.
The discharge air temperature has returned to normal.
$Main LBNL Campus / Building 30 / Second Floor / Rm 218 IDF / 30-VAV-076 Supply / DAT_HI","" 
"1388","7/20/2025 12:44:18","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 70/Second Floor/70-209A CAV-6","ZONE_HI","Offnormal","" ,"00:17:31","ZONE_HI: High Zone Temp Alarm is active at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
ZONE_HI: High Zone Temp Alarm is active at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
Main LBNL Campus / Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI","" 
"1389","7/20/2025 12:34:30","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 70/Second Floor/70-209A CAV-6","ZONE_HI","Normal","" ,"","ZONE_HI: High Zone Temp Alarm has returned to normal at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
ZONE_HI: High Zone Temp Alarm has returned to normal at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
$Main LBNL Campus / Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI","" 
"1390","7/20/2025 12:29:53","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 70/Second Floor/70-209A CAV-6","ZONE_HI","Offnormal","" ,"00:04:37","ZONE_HI: High Zone Temp Alarm is active at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
ZONE_HI: High Zone Temp Alarm is active at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
Main LBNL Campus / Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI","" 
"1391","7/20/2025 12:16:32","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 33/Third Floor/Lab 329/VAV-114 TSI 8681","BSTP_HI","Offnormal","" ,"01:04:09","BSTP_HI: High Space Static Pressure Alarm is active at Third Floor / Lab 329 / VAV-114 TSI 8681 / BSTP_HI.
BSTP_HI: High Space Static Pressure Alarm is active at Third Floor / Lab 329 / VAV-114 TSI 8681 / BSTP_HI.
Main LBNL Campus / Building 33 / Third Floor / Lab 329 / VAV-114 TSI 8681 / BSTP_HI","" 
"1392","7/20/2025 12:11:32","Unacknowledged","Level 2 Alarm","/Main LBNL Campus/Building 30/Third Floor/Rm 309 Interface Synthesis Lab/Rm 309 Fume Hoods/30-FECD-309-1 Interface","Setback Status","Normal","Ack","","Setback Status: Setback Status has returned to normal at Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status
Setback Status: Setback Status has returned to normal at Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status.
$Main LBNL Campus / Building 30 / Third Floor / Rm 309 Interface Synthesis Lab / Rm 309 Fume Hoods / 30-FECD-309-1 Interface / Setback Status","" 
"1393","7/20/2025 12:10:10","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 70/Second Floor/70-209A CAV-6","ZONE_HI","Normal","" ,"","ZONE_HI: High Zone Temp Alarm has returned to normal at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
ZONE_HI: High Zone Temp Alarm has returned to normal at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
$Main LBNL Campus / Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI","" 
"1394","7/20/2025 12:06:58","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 70A/Roof/MSL Lab/70A-AHU-008 MSL Lab","SAT_HI","Normal","" ,"","SAT_HI: High Supply Air Temp Alarm has returned to normal at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_HI.
SAT_HI: High Supply Air Temp Alarm has returned to normal at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_HI.
$Main LBNL Campus / Building 70A / Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_HI","" 
"1395","7/20/2025 12:05:54","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 70A/Roof/MSL Lab/70A-AHU-008 MSL Lab","SAT_HI","Offnormal","" ,"00:01:03","SAT_HI: High Supply Air Temp Alarm is active at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_HI.
SAT_HI: High Supply Air Temp Alarm is active at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_HI.
Main LBNL Campus / Building 70A / Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_HI","" 
"1396","7/20/2025 12:05:27","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 30/Second Floor/Rm 218 IDF/30-VAV-076 Supply","DAT_HI","Offnormal","" ,"00:49:59","The discharge air temperature is too warm.
The discharge air temperature is too warm.
Main LBNL Campus / Building 30 / Second Floor / Rm 218 IDF / 30-VAV-076 Supply / DAT_HI","" 
"1397","7/20/2025 12:03:33","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 70/Second Floor/70-209A CAV-6","ZONE_HI","Offnormal","" ,"00:06:37","ZONE_HI: High Zone Temp Alarm is active at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
ZONE_HI: High Zone Temp Alarm is active at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
Main LBNL Campus / Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI","" 
"1398","7/20/2025 12:02:38","Not Required","Level 2 Alarm","/Main LBNL Campus/Building 70A/Roof/MSL Lab/70A-AHU-008 MSL Lab","SAT_LO","Normal","" ,"","SAT_LO: Low Supply Air Temp Alarm has returned to normal at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
SAT_LO: Low Supply Air Temp Alarm has returned to normal at Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO.
$Main LBNL Campus / Building 70A / Roof / MSL Lab / 70A-AHU-008 MSL Lab / SAT_LO","" 
"1399","7/20/2025 11:57:52","Not Required","Level 3 Alarm","/Main LBNL Campus/Building 70/Second Floor/70-209A CAV-6","ZONE_HI","Normal","" ,"","ZONE_HI: High Zone Temp Alarm has returned to normal at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
ZONE_HI: High Zone Temp Alarm has returned to normal at Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI.
$Main LBNL Campus / Building 70 / Second Floor / 70-209A CAV-6 / ZONE_HI","" 
